Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000099721,AMELY,,,,,
ENSG00000285221,CPNE6,,,,,
ENSG00000092377,TBL1Y,ENSMUSG00000025246,Tbl1x,93.4866,92.5996,1
ENSG00000285493,NRL,,,,,
ENSG00000285241,PCK2,,,,,
ENSG00000284796,DCAF11,,,,,
ENSG00000232583,GPR143P,,,,,
ENSG00000205944,DAZ2,ENSMUSG00000010592,Dazl,27.2171,59.7315,0
ENSG00000284818,,,,,,
ENSG00000285321,FITM1,,,,,
ENSG00000284916,PSME1,,,,,
ENSG00000285377,EMC9,,,,,
ENSG00000285298,,,,,,
ENSG00000284889,PSME2,,,,,
ENSG00000285146,MIR7703,,,,,
ENSG00000285152,RNF31,,,,,
ENSG00000284845,,,,,,
ENSG00000285306,RNA5SP383,,,,,
ENSG00000168757,TSPY2,,,,,
ENSG00000285048,IRF9,,,,,
ENSG00000285007,REC8,,,,,
ENSG00000226555,AGKP1,,,,,
ENSG00000228787,NLGN4Y-AS1,,,,,
ENSG00000242389,RBMY1E,ENSMUSG00000093918,Gm21677,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000093987,Gm21704,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000094511,Gm21693,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000102053,Gm4064,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000101667,Gm29289,17.1371,51.2048,0
ENSG00000242389,RBMY1E,ENSMUSG00000095852,Gm10256,31.6532,41.3158,0
ENSG00000242389,RBMY1E,ENSMUSG00000094658,Rbmy,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000091987,Gm10352,31.6532,41.3158,0
ENSG00000242389,RBMY1E,ENSMUSG00000095948,Gm21708,31.4516,41.0526,0
ENSG00000242389,RBMY1E,ENSMUSG00000096520,Gm3376,32.0564,41.8421,0
ENSG00000285248,IPO4,,,,,
ENSG00000285125,,,,,,
ENSG00000287341,,,,,,
ENSG00000285465,TM9SF1,,,,,
ENSG00000165246,NLGN4Y,,,,,
ENSG00000285502,,,,,,
ENSG00000284802,,,,,,
ENSG00000285309,,,,,,
ENSG00000285140,TSSK4,,,,,
ENSG00000285302,CHMP4A,,,,,
ENSG00000285296,,,,,,
ENSG00000285200,MDP1,,,,,
ENSG00000285425,NEDD8-MDP1,,,,,
ENSG00000231535,LINC00278,,,,,
ENSG00000285246,NEDD8,,,,,
ENSG00000229343,CDY22P,,,,,
ENSG00000232695,ELOCP17,,,,,
ENSG00000235511,OFD1P18Y,,,,,
ENSG00000232914,TRAPPC2P4,,,,,
ENSG00000223655,RAB9AP3,,,,,
ENSG00000230854,USP9YP20,,,,,
ENSG00000252625,RNU1-40P,ENSMUSG00000065212,Gm26264,75,77.3585,0
ENSG00000252625,RNU1-40P,ENSMUSG00000092743,Gm22177,61.5854,63.924,0
ENSG00000252625,RNU1-40P,ENSMUSG00000077384,Gm22658,60.3659,63.871,0
ENSG00000227635,USP9YP21,,,,,
ENSG00000237546,XKRYP6,,,,,
ENSG00000284752,GMPR2,,,,,
ENSG00000172283,PRYP4,,,,,
ENSG00000227867,ELOCP11,,,,,
ENSG00000231716,CDY23P,,,,,
ENSG00000234744,USP9YP26,,,,,
ENSG00000233156,HSFY8P,,,,,
ENSG00000234888,OFD1P15Y,,,,,
ENSG00000215507,RBMY2DP,,,,,
ENSG00000235014,REREP2Y,,,,,
ENSG00000289705,,,,,,
ENSG00000225876,,,,,,
ENSG00000251796,SNORA70,,,,,
ENSG00000229238,PPP1R12BP1,,,,,
ENSG00000252948,RNU6-1314P,,,,,
ENSG00000233843,CYCSP48,,,,,
ENSG00000188399,ANKRD36P1,,,,,
ENSG00000277146,,,,,,
ENSG00000129862,VCY1B,,,,,
ENSG00000235451,PNPLA4P1,,,,,
ENSG00000289706,,,,,,
ENSG00000226611,OFD1P2Y,,,,,
ENSG00000240438,OFD1P5Y,,,,,
ENSG00000286247,,,,,,
ENSG00000225624,TBL1YP1,,,,,
ENSG00000284915,TINF2,,,,,
ENSG00000280969,RPS4Y2,,,,,
ENSG00000224482,HSFY4P,,,,,
ENSG00000216844,,,,,,
ENSG00000229551,GAPDHP17,,,,,
ENSG00000226504,TMEM167AP1,,,,,
ENSG00000254488,,,,,,
ENSG00000237427,TOMM22P1,,,,,
ENSG00000289707,,,,,,
ENSG00000232634,NEFLP1,,,,,
ENSG00000226918,,,,,,
ENSG00000285348,TGM1,,,,,
ENSG00000183146,PRORY,,,,,
ENSG00000236615,,,,,,
ENSG00000288057,,,,,,
ENSG00000237269,RBMY2TP,,,,,
ENSG00000169849,TSPY14P,,,,,
ENSG00000169811,RBMY1HP,,,,,
ENSG00000242393,,,,,,
ENSG00000228257,,,,,,
ENSG00000184991,TTTY13,,,,,
ENSG00000285193,RABGGTA,,,,,
ENSG00000271123,ELOCP5,,,,,
ENSG00000226042,CDY10P,,,,,
ENSG00000237023,USP9YP3,,,,,
ENSG00000229416,USP9YP8,,,,,
ENSG00000230029,CDY11P,,,,,
ENSG00000224169,HSFY6P,,,,,
ENSG00000223407,USP9YP18,,,,,
ENSG00000226873,CDY14P,,,,,
ENSG00000227915,ELOCP16,,,,,
ENSG00000236620,XKRYP3,,,,,
ENSG00000224866,USP9YP25,,,,,
ENSG00000232424,USP9YP29,,,,,
ENSG00000252681,RNU1-97P,ENSMUSG00000065212,Gm26264,75,77.3585,0
ENSG00000252681,RNU1-97P,ENSMUSG00000092743,Gm22177,61.5854,63.924,0
ENSG00000252681,RNU1-97P,ENSMUSG00000077384,Gm22658,60.3659,63.871,0
ENSG00000232910,RAB9AP1,,,,,
ENSG00000232845,TRAPPC2P9,,,,,
ENSG00000237302,OFD1P11Y,,,,,
ENSG00000169763,PRYP3,,,,,
ENSG00000277930,,,,,,
ENSG00000252468,RNU2-57P,ENSMUSG00000064550,Gm24623,71.7277,70.6186,0
ENSG00000231341,VDAC1P6,,,,,
ENSG00000235001,EIF4A1P2,,,,,
ENSG00000287436,,,,,,
ENSG00000214207,KRT18P10,,,,,
ENSG00000286762,,,,,,
ENSG00000278585,SNX3P1Y,,,,,
ENSG00000235175,RPL26P37,,,,,
ENSG00000284868,DHRS1,,,,,
ENSG00000099715,PCDH11Y,ENSMUSG00000034755,Pcdh11x,81.7308,76.2332,1
ENSG00000285326,NOP9,,,,,
ENSG00000285199,CIDEB,,,,,
ENSG00000285203,LTB4R2,,,,,
ENSG00000225466,OFD1P10Y,,,,,
ENSG00000231540,ELOCP9,,,,,
ENSG00000223362,CDY15P,,,,,
ENSG00000231026,XKRYP4,,,,,
ENSG00000224571,USP9YP13,,,,,
ENSG00000226369,USP9YP11,,,,,
ENSG00000285456,LTB4R,,,,,
ENSG00000280961,TTTY3B,,,,,
ENSG00000227871,USP9YP12,,,,,
ENSG00000251917,RNU1-86P,ENSMUSG00000065212,Gm26264,65.5844,63.522,0
ENSG00000251917,RNU1-86P,ENSMUSG00000092743,Gm22177,59.0909,57.5949,0
ENSG00000251917,RNU1-86P,ENSMUSG00000077384,Gm22658,59.0909,58.7097,0
ENSG00000231423,RAB9AP5,,,,,
ENSG00000228465,TRAPPC2P10,,,,,
ENSG00000232585,OFD1P12Y,,,,,
ENSG00000284814,ADCY4,,,,,
ENSG00000234081,ELOCP10,,,,,
ENSG00000172352,CDY1B,,,,,
ENSG00000231375,CDY17P,,,,,
ENSG00000237467,USP9YP35,,,,,
ENSG00000229250,USP9YP31,,,,,
ENSG00000232205,CDY18P,,,,,
ENSG00000235981,,,,,,
ENSG00000223698,GOLGA6L11P,,,,,
ENSG00000242854,DNM1P24,,,,,
ENSG00000230977,,,,,,
ENSG00000244231,CSPG4P2Y,,,,,
ENSG00000172342,CSPG4P3Y,,,,,
ENSG00000284071,,,,,,
ENSG00000274234,RN7SL818P,,,,,
ENSG00000225491,UBE2Q2P4Y,,,,,
ENSG00000224827,LINC00265-2P,,,,,
ENSG00000233740,CICP2,,,,,
ENSG00000285511,,,,,,
ENSG00000248792,SEPTIN14P22,,,,,
ENSG00000279274,,,,,,
ENSG00000234399,RBMY2XP,,,,,
ENSG00000285379,RIPK3,,,,,
ENSG00000227439,TTTY17B,,,,,
ENSG00000224210,TRIM60P5Y,,,,,
ENSG00000232003,ZNF736P12Y,,,,,
ENSG00000235412,TTTY4B,,,,,
ENSG00000285386,U6,,,,,
ENSG00000183795,BPY2B,,,,,
ENSG00000240566,,,,,,
ENSG00000236379,ZNF736P4Y,,,,,
ENSG00000274899,,,,,,
ENSG00000285485,NFATC4,,,,,
ENSG00000223641,TTTY17C,,,,,
ENSG00000227633,RBMY2YP,,,,,
ENSG00000279115,,,,,,
ENSG00000228786,SEPTIN14P23,,,,,
ENSG00000233652,CICP1,,,,,
ENSG00000233944,LINC00265-3P,,,,,
ENSG00000223636,UBE2Q2P5Y,,,,,
ENSG00000172297,GOLGA2P3Y,,,,,
ENSG00000278242,RN7SL725P,,,,,
ENSG00000284380,,,,,,
ENSG00000172294,CSPG4P4Y,,,,,
ENSG00000240450,CSPG4P1Y,,,,,
ENSG00000239304,DNM1P48,,,,,
ENSG00000233619,,,,,,
ENSG00000197092,GOLGA6L16P,,,,,
ENSG00000235583,,,,,,
ENSG00000237823,CDY19P,,,,,
ENSG00000229709,USP9YP36,,,,,
ENSG00000232064,USP9YP33,,,,,
ENSG00000225609,CDY20P,,,,,
ENSG00000270535,ELOCP34,,,,,
ENSG00000225287,OFD1P13Y,,,,,
ENSG00000225256,TRAPPC2P5,,,,,
ENSG00000223856,RAB9AP2,,,,,
ENSG00000235004,USP9YP30,,,,,
ENSG00000252426,RNU1-107P,ENSMUSG00000065212,Gm26264,65.5844,63.522,0
ENSG00000252426,RNU1-107P,ENSMUSG00000092743,Gm22177,59.0909,57.5949,0
ENSG00000252426,RNU1-107P,ENSMUSG00000077384,Gm22658,59.0909,58.7097,0
ENSG00000231141,TTTY3,,,,,
ENSG00000232614,USP9YP9,,,,,
ENSG00000225326,USP9YP19,,,,,
ENSG00000284807,DHRS4,,,,,
ENSG00000223406,XKRYP5,,,,,
ENSG00000215506,TPTE2P4,,,,,
ENSG00000224240,CYCSP49,,,,,
ENSG00000227629,SLC25A15P1,,,,,
ENSG00000237917,PARP4P1,,,,,
ENSG00000231514,CCNQP2,,,,,
ENSG00000292270,DHRS4L2,,,,,
ENSG00000172288,CDY1,,,,,
ENSG00000226941,RBMY1J,ENSMUSG00000093918,Gm21677,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000093987,Gm21704,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000094511,Gm21693,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000102053,Gm4064,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000101667,Gm29289,16.9355,50.6024,0
ENSG00000226941,RBMY1J,ENSMUSG00000095852,Gm10256,31.6532,41.3158,0
ENSG00000226941,RBMY1J,ENSMUSG00000094658,Rbmy,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000091987,Gm10352,31.6532,41.3158,0
ENSG00000226941,RBMY1J,ENSMUSG00000095948,Gm21708,31.4516,41.0526,0
ENSG00000226941,RBMY1J,ENSMUSG00000096520,Gm3376,32.0564,41.8421,0
ENSG00000284898,DHRS4L1,,,,,
ENSG00000238074,TSPY9,,,,,
ENSG00000289826,,,,,,
ENSG00000239893,ZNF736P9Y,,,,,
ENSG00000242875,RBMY1B,ENSMUSG00000093918,Gm21677,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000093987,Gm21704,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000094511,Gm21693,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000102053,Gm4064,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000101667,Gm29289,17.1371,51.2048,0
ENSG00000242875,RBMY1B,ENSMUSG00000095852,Gm10256,31.8548,41.5789,0
ENSG00000242875,RBMY1B,ENSMUSG00000094658,Rbmy,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000091987,Gm10352,31.8548,41.5789,0
ENSG00000242875,RBMY1B,ENSMUSG00000095948,Gm21708,31.6532,41.3158,0
ENSG00000242875,RBMY1B,ENSMUSG00000096520,Gm3376,32.2581,42.1053,0
ENSG00000234414,RBMY1A1,ENSMUSG00000093918,Gm21677,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000093987,Gm21704,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000094511,Gm21693,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000102053,Gm4064,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000101667,Gm29289,17.1371,51.2048,0
ENSG00000234414,RBMY1A1,ENSMUSG00000095852,Gm10256,31.6532,41.3158,0
ENSG00000234414,RBMY1A1,ENSMUSG00000094658,Rbmy,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000091987,Gm10352,31.6532,41.3158,0
ENSG00000234414,RBMY1A1,ENSMUSG00000095948,Gm21708,31.4516,41.0526,0
ENSG00000234414,RBMY1A1,ENSMUSG00000096520,Gm3376,32.0564,41.8421,0
ENSG00000234795,RFTN1P1,,,,,
ENSG00000290323,,,,,,
ENSG00000225516,FAM197Y5,,,,,
ENSG00000290330,FAM197Y5,,,,,
ENSG00000234803,FAM197Y2,,,,,
ENSG00000290332,,,,,,
ENSG00000243040,RBMY2FP,,,,,
ENSG00000290336,RBMY2FP,,,,,
ENSG00000285435,H3-4,,,,,
ENSG00000284795,RPL23AP15,,,,,
ENSG00000173357,,,,,,
ENSG00000284841,H2AC25,,,,,
ENSG00000290342,,,,,,
ENSG00000285449,H2BC26,,,,,
ENSG00000284998,MIR4666A,,,,,
ENSG00000236718,RBMY2QP,,,,,
ENSG00000285234,H2BC27P,,,,,
ENSG00000285050,,,,,,
ENSG00000290344,,,,,,
ENSG00000285426,RNF187,,,,,
ENSG00000224657,RBMY2BP,,,,,
ENSG00000285153,BTNL10P,,,,,
ENSG00000290348,,,,,,
ENSG00000285166,RNA5S1,,,,,
ENSG00000285285,RNA5S2,,,,,
ENSG00000285168,RNA5S3,,,,,
ENSG00000250204,TTTY23B,,,,,
ENSG00000284853,RNA5S16,,,,,
ENSG00000285158,RNA5S17,,,,,
ENSG00000290369,TTTY23B,,,,,
ENSG00000284877,RNA5SP18,,,,,
ENSG00000285311,DUSP5P1,,,,,
ENSG00000285183,,,,,,
ENSG00000274196,FAM197Y4,,,,,
ENSG00000285319,FTH1P2,,,,,
ENSG00000284984,RHOU,,,,,
ENSG00000290373,FAM197Y4,,,,,
ENSG00000225685,TSPY5P,,,,,
ENSG00000290378,,,,,,
ENSG00000180910,TTTY11,,,,,
ENSG00000290381,TTTY11,,,,,
ENSG00000224060,ARSLP1,,,,,
ENSG00000290435,,,,,,
ENSG00000234830,FAM197Y9,,,,,
ENSG00000290448,FAM197Y9,,,,,
ENSG00000230066,FAM197Y3,,,,,
ENSG00000290607,FAM197Y3,,,,,
ENSG00000242153,OFD1P6Y,,,,,
ENSG00000290716,TTTY9A,,,,,
ENSG00000250868,XKRY,,,,,
ENSG00000290724,XKRY,,,,,
ENSG00000244646,XKRYP7,,,,,
ENSG00000290725,XKRYP7,,,,,
ENSG00000282909,,,,,,
ENSG00000290726,,,,,,
ENSG00000288686,,,,,,
ENSG00000290840,XGY2,,,,,
ENSG00000227289,HSFY3P,,,,,
ENSG00000290841,,,,,,
ENSG00000235462,TAB3P1,,,,,
ENSG00000290852,,,,,,
ENSG00000241859,ANOS2P,,,,,
ENSG00000290853,,,,,,
ENSG00000223637,RBMY2EP,,,,,
ENSG00000290954,,,,,,
ENSG00000239533,GOLGA2P2Y,,,,,
ENSG00000291016,GOLGA2P2Y,,,,,
ENSG00000215580,BCORP1,,,,,
ENSG00000291031,BCORP1,,,,,
ENSG00000278212,,,,,,
ENSG00000291032,,,,,,
ENSG00000131002,TXLNGY,,,,,
ENSG00000291033,TXLNGY,,,,,
ENSG00000206159,GYG2P1,,,,,
ENSG00000291034,,,,,,
ENSG00000232235,CDY3P,,,,,
ENSG00000224408,USP9YP22,,,,,
ENSG00000238154,USP9YP4,,,,,
ENSG00000232924,ELOCP4,,,,,
ENSG00000197038,RBMY1A3P,,,,,
ENSG00000275310,,,,,,
ENSG00000232808,TTTY20,,,,,
ENSG00000233803,TSPY4,,,,,
ENSG00000280774,LEUTX,,,,,
ENSG00000281677,,,,,,
ENSG00000281320,DYRK1B,,,,,
ENSG00000281403,MIR6719,,,,,
ENSG00000280548,FBL,,,,,
ENSG00000225560,FAM197Y8,,,,,
ENSG00000228383,FAM197Y7,,,,,
ENSG00000286120,,,,,,
ENSG00000188656,TSPY7P,,,,,
ENSG00000280932,PRR13P5,,,,,
ENSG00000237802,FAM197Y6,,,,,
ENSG00000281221,PSMC4,,,,,
ENSG00000286173,,,,,,
ENSG00000229549,TSPY8,,,,,
ENSG00000281526,ZNF546,,,,,
ENSG00000281233,,,,,,
ENSG00000228927,TSPY3,,,,,
ENSG00000281601,ZNF780B,,,,,
ENSG00000281009,,,,,,
ENSG00000280568,ZNF780A,,,,,
ENSG00000280797,,,,,,
ENSG00000281123,FCGBP,,,,,
ENSG00000292327,PPP2R3B,,,,,
ENSG00000292328,RPL14P5,,,,,
ENSG00000292329,,,,,,
ENSG00000292330,,,,,,
ENSG00000292331,ASMTL-AS1,,,,,
ENSG00000292332,IL3RA,,,,,
ENSG00000292333,P2RY8,,,,,
ENSG00000292334,SLC25A6,,,,,
ENSG00000292335,,,,,,
ENSG00000292336,ASMT,,,,,
ENSG00000292337,DHRSX-IT1,,,,,
ENSG00000292338,DHRSX,,,,,
ENSG00000292339,ASMTL,,,,,
ENSG00000292340,LINC02968,,,,,
ENSG00000292341,LINC00106,,,,,
ENSG00000292342,LINC00685,,,,,
ENSG00000292343,AKAP17A,,,,,
ENSG00000292344,PLCXD1,,,,,
ENSG00000292345,ZBED1,,,,,
ENSG00000292346,MIR6089,,,,,
ENSG00000292347,LINC00102,,,,,
ENSG00000292348,CD99,,,,,
ENSG00000292349,,,,,,
ENSG00000292350,Metazoa_SRP,,,,,
ENSG00000292351,,,,,,
ENSG00000292352,FABP5P13,,,,,
ENSG00000292353,KRT18P53,,,,,
ENSG00000292354,SHOX,,,,,
ENSG00000292355,MIR3690,,,,,
ENSG00000292356,RNA5SP498,,,,,
ENSG00000292357,CSF2RA,,,,,
ENSG00000283272,,,,,,
ENSG00000283276,,,,,,
ENSG00000292358,GTPBP6,,,,,
ENSG00000292359,,,,,,
ENSG00000292360,,,,,,
ENSG00000292361,CD99P1,,,,,
ENSG00000292362,CD99P1,,,,,
ENSG00000292363,CRLF2,,,,,
ENSG00000292364,AMD1P2,,,,,
ENSG00000292365,DPH3P2,,,,,
ENSG00000292366,VAMP7,,,,,
ENSG00000292367,ELOCP24,,,,,
ENSG00000292368,TRPC6P1,,,,,
ENSG00000292369,,,,,,
ENSG00000292370,WASIR1,,,,,
ENSG00000292371,DDX11L16,,,,,
ENSG00000292372,WASH6P,,,,,
ENSG00000292373,IL9R,,,,,
ENSG00000285063,FRG2,,,,,
ENSG00000283153,FRG1,,,,,
ENSG00000283508,MLLT10P2,,,,,
ENSG00000283127,,,,,,
ENSG00000283593,TUBB7P,,,,,
ENSG00000283700,RNA5SP174,,,,,
ENSG00000283581,RNA5SP175,,,,,
ENSG00000283181,DUX4L9,,,,,
ENSG00000283449,RARRES2P4,,,,,
ENSG00000284383,,,,,,
ENSG00000284496,,,,,,
ENSG00000284262,,,,,,
ENSG00000283767,,,,,,
ENSG00000284210,,,,,,
ENSG00000283884,,,,,,
ENSG00000283955,,,,,,
ENSG00000284025,,,,,,
ENSG00000283878,,,,,,
ENSG00000284181,,,,,,
ENSG00000283820,,,,,,
ENSG00000283660,RPL23AP84,,,,,
ENSG00000292263,,,,,,
ENSG00000283363,DUX4L8,,,,,
ENSG00000283949,DUX4,,,,,
ENSG00000288372,,,,,,
ENSG00000288288,,,,,,
ENSG00000288129,,,,,,
ENSG00000288472,LINC03015,,,,,
ENSG00000288417,LINC03014,,,,,
ENSG00000288502,,,,,,
ENSG00000288311,,,,,,
ENSG00000288449,,,,,,
ENSG00000288499,FAM20C,,,,,
ENSG00000288159,,,,,,
ENSG00000288431,,,,,,
ENSG00000291463,LINC01300,,,,,
ENSG00000291464,,,,,,
ENSG00000291465,GPR20,,,,,
ENSG00000291472,,,,,,
ENSG00000291466,,,,,,
ENSG00000291470,PTP4A3,,,,,
ENSG00000291467,,,,,,
ENSG00000291468,,,,,,
ENSG00000291469,HNRNPA1P38,,,,,
ENSG00000291471,,,,,,
ENSG00000291474,C8orf90,,,,,
ENSG00000291473,MROH5,,,,,
ENSG00000291371,Y_RNA,,,,,
ENSG00000292254,SHANK3,,,,,
ENSG00000291372,RNU6-409P,,,,,
ENSG00000291368,ACR,,,,,
ENSG00000291369,,,,,,
ENSG00000291370,,,,,,
ENSG00000285481,RNU6-1004P,,,,,
ENSG00000288269,GCGR,,,,,
ENSG00000288213,MCRIP1,,,,,
ENSG00000288186,PPP1R27,,,,,
ENSG00000284750,,,,,,
ENSG00000285415,,,,,,
ENSG00000285209,RPL21P63,,,,,
ENSG00000284885,GCNT2P1,,,,,
ENSG00000285893,,,,,,
ENSG00000285312,C6orf52,,,,,
ENSG00000284941,Y_RNA,,,,,
ENSG00000285226,PAK1IP1,,,,,
ENSG00000284936,TMEM14C,,,,,
ENSG00000285222,GCNT2,,,,,
ENSG00000291378,ARHGEF19-AS1,,,,,
ENSG00000291381,ARHGEF19,,,,,
ENSG00000291405,,,,,,
ENSG00000291404,ANO7L1,,,,,
ENSG00000291376,,,,,,
ENSG00000291382,CPLANE2,,,,,
ENSG00000291377,MT1XP1,,,,,
ENSG00000291375,FBXO42,,,,,
ENSG00000291379,SZRD1,,,,,
ENSG00000291374,RPL22P3,,,,,
ENSG00000291401,SPATA21,,,,,
ENSG00000285164,GRM5P1,,,,,
ENSG00000291380,NECAP2,,,,,
ENSG00000285500,,,,,,
ENSG00000285429,,,,,,
ENSG00000285143,TRIM51FP,,,,,
ENSG00000291388,LINC01772,,,,,
ENSG00000291402,CROCCP3,,,,,
ENSG00000291389,RNU1-1,,,,,
ENSG00000291390,,,,,,
ENSG00000291391,,,,,,
ENSG00000291392,LINC01783,,,,,
ENSG00000291393,RNU1-6P,,,,,
ENSG00000291394,PDE4DIPP8,,,,,
ENSG00000291386,,,,,,
ENSG00000291385,RNU1-2,,,,,
ENSG00000291408,,,,,,
ENSG00000291384,,,,,,
ENSG00000291400,,,,,,
ENSG00000291383,RNU1-5P,,,,,
ENSG00000291395,,,,,,
ENSG00000291397,,,,,,
ENSG00000291398,EIF1AXP1,,,,,
ENSG00000291396,RNU1-3,,,,,
ENSG00000291399,RNU1-4,,,,,
ENSG00000291387,PADI2,,,,,
ENSG00000292226,,,,,,
ENSG00000292227,,,,,,
ENSG00000292230,,,,,,
ENSG00000291403,CROCCP4,,,,,
ENSG00000292228,,,,,,
ENSG00000292231,,,,,,
ENSG00000292225,NBPF1,,,,,
ENSG00000291407,,,,,,
ENSG00000292235,,,,,,
ENSG00000292236,,,,,,
ENSG00000292238,,,,,,
ENSG00000292239,,,,,,
ENSG00000292240,,,,,,
ENSG00000292241,,,,,,
ENSG00000292242,,,,,,
ENSG00000281211,CTBP2P1,,,,,
ENSG00000281449,BCL2L14,,,,,
ENSG00000281442,PTMAP9,,,,,
ENSG00000283344,MIR1244-4,,,,,
ENSG00000281324,LRP6,,,,,
ENSG00000280475,RPL21P100,,,,,
ENSG00000206783,RNU6-545P,,,,,
ENSG00000281874,,,,,,
ENSG00000207477,RNU6-318P,,,,,
ENSG00000281818,MANSC1,,,,,
ENSG00000281051,RPL23AP66,,,,,
ENSG00000281234,LOH12CR2,,,,,
ENSG00000280689,BORCS5,,,,,
ENSG00000281168,,,,,,
ENSG00000280962,DUSP16,,,,,
ENSG00000281671,,,,,,
ENSG00000281525,,,,,,
ENSG00000280781,EI24P3,,,,,
ENSG00000281707,,,,,,
ENSG00000281894,ZKSCAN7,,,,,
ENSG00000281456,ZKSCAN7-AS1,,,,,
ENSG00000280661,ZNF660,,,,,
ENSG00000280795,MPRIPP1,,,,,
ENSG00000281709,ZNF197,,,,,
ENSG00000280907,ZNF197-AS1,,,,,
ENSG00000281306,ZNF35,,,,,
ENSG00000281102,,,,,,
ENSG00000280872,SOCS5P3,,,,,
ENSG00000281448,ZNF502,,,,,
ENSG00000281661,ZNF501,,,,,
ENSG00000281665,KIAA1143,,,,,
ENSG00000280610,KIF15,,,,,
ENSG00000284275,MIR564,,,,,
ENSG00000280516,TMEM42,,,,,
ENSG00000281886,TGM4,,,,,
ENSG00000280701,,,,,,
ENSG00000281626,ZNF852,,,,,
ENSG00000291410,,,,,,
ENSG00000291411,,,,,,
ENSG00000291412,,,,,,
ENSG00000291413,,,,,,
ENSG00000291414,MIR4740,,,,,
ENSG00000291415,MIR3186,,,,,
ENSG00000291416,,,,,,
ENSG00000291417,LINC01971,,,,,
ENSG00000291418,,,,,,
ENSG00000291420,ACTG1,,,,,
ENSG00000291421,BAHCC1,,,,,
ENSG00000291422,,,,,,
ENSG00000291423,,,,,,
ENSG00000291424,,,,,,
ENSG00000291425,LINC03048,,,,,
ENSG00000291488,ITGA9,,,,,
ENSG00000288406,,,,,,
ENSG00000291489,RPL21P135,,,,,
ENSG00000291491,NDUFAF4P3,,,,,
ENSG00000291493,RNU7-73P,,,,,
ENSG00000291494,,,,,,
ENSG00000291495,,,,,,
ENSG00000291496,ITGA9-AS1,,,,,
ENSG00000288260,,,,,,
ENSG00000288430,RNU5B-4P,,,,,
ENSG00000288297,ECSCR,,,,,
ENSG00000288274,SMIM33,,,,,
ENSG00000288243,STING1,,,,,
ENSG00000288388,,,,,,
ENSG00000288138,NCOA4P4,,,,,
ENSG00000288264,,,,,,
ENSG00000288485,ELP5,,,,,
ENSG00000288292,CLDN7,,,,,
ENSG00000288215,Y_RNA,,,,,
ENSG00000288174,SLC2A4,,,,,
ENSG00000288371,,,,,,
ENSG00000288504,YBX2,,,,,
ENSG00000288145,EIF5A,,,,,
ENSG00000288325,GPS2,,,,,
ENSG00000288456,,,,,,
ENSG00000288301,NEURL4,,,,,
ENSG00000288279,,,,,,
ENSG00000288169,ACAP1,,,,,
ENSG00000288399,KCTD11,,,,,
ENSG00000288409,,,,,,
ENSG00000288511,TMEM95,,,,,
ENSG00000288512,C1R,,,,,
ENSG00000288124,C1RL,,,,,
ENSG00000288352,C1RL-AS1,,,,,
ENSG00000288369,RBP5,,,,,
ENSG00000284403,RNU6-485P,,,,,
ENSG00000288383,,,,,,
ENSG00000288427,CLSTN3,,,,,
ENSG00000288281,,,,,,
ENSG00000288116,,,,,,
ENSG00000288217,PEX5,,,,,
ENSG00000288463,,,,,,
ENSG00000281226,LINC02783,,,,,
ENSG00000283081,,,,,,
ENSG00000281459,PADI1,,,,,
ENSG00000280549,PADI3,,,,,
ENSG00000281810,MIR3972,,,,,
ENSG00000280908,PADI4,,,,,
ENSG00000280949,PADI6,,,,,
ENSG00000281391,RCC2-AS1,,,,,
ENSG00000281540,RCC2,,,,,
ENSG00000281038,OR8U9,,,,,
ENSG00000263150,OR8J2,,,,,
ENSG00000281773,FAM8A2P,,,,,
ENSG00000281819,NAA50P1,,,,,
ENSG00000262315,OR8U8,,,,,
ENSG00000280577,OR8L1P,,,,,
